"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","exp_name","date","time","angle_mean_in","radius_mean_in","angle_sd_in","radius_sd_in","angle_min_out","angle_max_out","radius_min_out","radius_max_out","sub_n","age","race","ethnicity","gender","exp_duration","rt","stimulus","response","exp_trial_type","view_history","screen_id","angle","radius","distribution","choice","correct","order","angle_a","radius_a","angle_b","radius_b","angle_c","radius_c","jkl_correct","transfer_trial_type","choice_set","abc_correct","tc_correct","tdc_a","tdc_b","tdc_c","pair","category_a","category_b","category_c","question_order"
"","","","","","canvas-keyboard-response","10","101460","0.0-10.0","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","","","demo_in","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","11","133694","0.0-11.0","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","31731","","","","[{""page_index"":0,""viewing_time"":12026},{""page_index"":1,""viewing_time"":14921},{""page_index"":2,""viewing_time"":4784}]","instructions_2","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","12","135183","0.0-12.0","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","1486","","","","[{""page_index"":0,""viewing_time"":1485}]","Click to begin the first phase of the experiment.","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","13","135692","0.0-13.0-0.0","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","14","136201","0.0-13.0-1.0","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","15","141927","0.0-13.0-2.0","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","5717","","u","learn","","learn_trial","10","60","out","1","0","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","16","142943","0.0-13.0-3.0","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","learn_feedback","","learn_feedback","10","60","out","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","17","143001","0.0-13.0-4.0","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","18","143510","0.0-13.0-0.1","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","19","144019","0.0-13.0-1.1","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","20","145614","0.0-13.0-2.1","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","1586","","u","learn","","learn_trial","26.6667","110","out","1","0","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","21","146625","0.0-13.0-3.1","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","learn_feedback","","learn_feedback","26.6667","110","out","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","22","146683","0.0-13.0-4.1","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","23","147192","0.0-13.0-0.2","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","24","147700","0.0-13.0-1.2","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","25","150255","0.0-13.0-2.2","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","2547","","u","learn","","learn_trial","16.6667","60","out","1","0","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","26","151264","0.0-13.0-3.2","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","learn_feedback","","learn_feedback","16.6667","60","out","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","27","151323","0.0-13.0-4.2","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","28","151832","0.0-13.0-0.3","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","29","152340","0.0-13.0-1.3","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","30","152894","0.0-13.0-2.3","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","545","","i","learn","","learn_trial","29.2426","62.2721","in","0","0","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","31","153906","0.0-13.0-3.3","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","learn_feedback","","learn_feedback","29.2426","62.2721","in","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","32","153965","0.0-13.0-4.3","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","33","154473","0.0-13.0-0.4","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","34","154981","0.0-13.0-1.4","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","35","155407","0.0-13.0-2.4","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","416","","u","learn","","learn_trial","25","75","in","1","1","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","36","155915","0.0-13.0-3.4","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","learn_feedback","","learn_feedback","25","75","in","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","37","155973","0.0-13.0-4.4","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","38","156481","0.0-13.0-0.5","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","39","156990","0.0-13.0-1.5","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","40","158222","0.0-13.0-2.5","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","1223","","u","learn","","learn_trial","13.3333","100","out","1","0","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","41","159232","0.0-13.0-3.5","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","learn_feedback","","learn_feedback","13.3333","100","out","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","42","159290","0.0-13.0-4.5","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","43","159798","0.0-13.0-0.6","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","44","160306","0.0-13.0-1.6","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","45","160918","0.0-13.0-2.6","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","603","","i","learn","","learn_trial","23.8209","83.2757","in","0","0","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","46","161930","0.0-13.0-3.6","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","learn_feedback","","learn_feedback","23.8209","83.2757","in","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","47","161990","0.0-13.0-4.6","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","48","162498","0.0-13.0-0.7","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","49","163006","0.0-13.0-1.7","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","50","163295","0.0-13.0-2.7","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","280","","u","learn","","learn_trial","33.3333","40","out","1","0","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","51","164303","0.0-13.0-3.7","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","learn_feedback","","learn_feedback","33.3333","40","out","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","52","164362","0.0-13.0-4.7","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","53","164870","0.0-13.0-0.8","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","54","165379","0.0-13.0-1.8","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","55","166015","0.0-13.0-2.8","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","627","","u","learn","","learn_trial","22.9268","68.4948","in","1","1","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","56","166525","0.0-13.0-3.8","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","learn_feedback","","learn_feedback","22.9268","68.4948","in","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","57","166582","0.0-13.0-4.8","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","58","167090","0.0-13.0-0.9","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","59","167599","0.0-13.0-1.9","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","60","168431","0.0-13.0-2.9","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","822","","u","learn","","learn_trial","16.6667","70","out","1","0","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","61","169440","0.0-13.0-3.9","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","learn_feedback","","learn_feedback","16.6667","70","out","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","62","169501","0.0-13.0-4.9","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","63","170012","0.0-13.0-0.10","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","64","170522","0.0-13.0-1.10","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","65","170887","0.0-13.0-2.10","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","354","","i","learn","","learn_trial","20.7574","62.2721","in","0","0","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","66","171897","0.0-13.0-3.10","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","learn_feedback","","learn_feedback","20.7574","62.2721","in","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","67","171958","0.0-13.0-4.10","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","68","172467","0.0-13.0-0.11","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","69","172976","0.0-13.0-1.11","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","70","173543","0.0-13.0-2.11","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","557","","i","learn","","learn_trial","25","75","in","0","0","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","71","174553","0.0-13.0-3.11","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","learn_feedback","","learn_feedback","25","75","in","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","72","174612","0.0-13.0-4.11","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","73","175120","0.0-13.0-0.12","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","74","175629","0.0-13.0-1.12","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","75","176519","0.0-13.0-2.12","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","880","","i","learn","","learn_trial","26.6667","50","out","0","1","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","76","177028","0.0-13.0-3.12","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","learn_feedback","","learn_feedback","26.6667","50","out","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","77","177086","0.0-13.0-4.12","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","78","177594","0.0-13.0-0.13","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","79","178104","0.0-13.0-1.13","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","80","181334","0.0-13.0-2.13","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","3222","","i","learn","","learn_trial","13.3333","30","out","0","1","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","81","181843","0.0-13.0-3.13","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","learn_feedback","","learn_feedback","13.3333","30","out","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","82","181901","0.0-13.0-4.13","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","83","182410","0.0-13.0-0.14","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","84","182918","0.0-13.0-1.14","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","85","184382","0.0-13.0-2.14","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","1456","","u","learn","","learn_trial","20","30","out","1","0","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","86","185391","0.0-13.0-3.14","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","learn_feedback","","learn_feedback","20","30","out","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","87","185449","0.0-13.0-4.14","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","88","185957","0.0-13.0-0.15","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","89","186465","0.0-13.0-1.15","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","90","186782","0.0-13.0-2.15","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","308","","u","learn","","learn_trial","26.6667","100","out","1","0","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","91","187791","0.0-13.0-3.15","2d_cat_multi_stim_exp1","2022-3-28","10:32:14","25","75","3","9","10","40","30","120","2","19","[""White""]","No","Male","1834844","null","","null","learn_feedback","","learn_feedback","26.6667","100","out","","","","","","","","","","","","","","","","","","","","","",""
