"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","exp_name","date","time","angle_mean_in","radius_mean_in","angle_sd_in","radius_sd_in","angle_min_out","angle_max_out","radius_min_out","radius_max_out","sub_n","age","race","ethnicity","gender","exp_duration","rt","response","exp_trial_type","stimulus","view_history","screen_id","angle","radius","distribution","correct","choice","order","angle_a","radius_a","angle_b","radius_b","angle_c","radius_c","jkl_correct","transfer_trial_type","choice_set","abc_correct","tc_correct","tc_angle","tdc_a","tdc_b","tdc_c","pair","category_a","category_b","category_c","question_order"
"","","","","","instructions","10","161125","0.0-10.0","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","51369","","","","[{""page_index"":0,""viewing_time"":11808},{""page_index"":1,""viewing_time"":33255},{""page_index"":2,""viewing_time"":6305}]","instructions_2","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","11","162405","0.0-11.0","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","1277","","","","[{""page_index"":0,""viewing_time"":1277}]","Click to begin the first phase of the experiment.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","12","162913","0.0-12.0-0.0","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","13","163423","0.0-12.0-1.0","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","14","171517","0.0-12.0-2.0","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","8081","i","learn","","","learn_trial","24.3324","66.2256","in","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","15","172530","0.0-12.0-3.0","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","learn_feedback","","","learn_feedback","24.3324","66.2256","in","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","16","172595","0.0-12.0-4.0","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","17","173108","0.0-12.0-0.1","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","18","173622","0.0-12.0-1.1","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","19","175596","0.0-12.0-2.1","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","1962","i","learn","","","learn_trial","25","75","in","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","20","176606","0.0-12.0-3.1","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","learn_feedback","","","learn_feedback","25","75","in","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","21","176668","0.0-12.0-4.1","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","22","177178","0.0-12.0-0.2","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","23","177693","0.0-12.0-1.2","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","24","178964","0.0-12.0-2.2","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","1259","u","learn","","","learn_trial","20","100","out","0","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","25","179975","0.0-12.0-3.2","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","learn_feedback","","","learn_feedback","20","100","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","26","180036","0.0-12.0-4.2","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","27","180544","0.0-12.0-0.3","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","28","181055","0.0-12.0-1.3","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","29","182205","0.0-12.0-2.3","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","1141","i","learn","","","learn_trial","36.6667","40","out","1","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","30","182716","0.0-12.0-3.3","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","learn_feedback","","","learn_feedback","36.6667","40","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","31","182779","0.0-12.0-4.3","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","32","183288","0.0-12.0-0.4","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","33","183796","0.0-12.0-1.4","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","34","184813","0.0-12.0-2.4","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","1005","i","learn","","","learn_trial","10","40","out","1","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","35","185324","0.0-12.0-3.4","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","learn_feedback","","","learn_feedback","10","40","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","36","185382","0.0-12.0-4.4","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","37","185891","0.0-12.0-0.5","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","38","186403","0.0-12.0-1.5","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","39","187499","0.0-12.0-2.5","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","1087","u","learn","","","learn_trial","23.3333","70","out","0","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","40","188508","0.0-12.0-3.5","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","learn_feedback","","","learn_feedback","23.3333","70","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","41","188567","0.0-12.0-4.5","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","42","189075","0.0-12.0-0.6","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","43","189584","0.0-12.0-1.6","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","44","191125","0.0-12.0-2.6","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","1531","i","learn","","","learn_trial","23.3333","40","out","1","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","45","191634","0.0-12.0-3.6","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","learn_feedback","","","learn_feedback","23.3333","40","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","46","191696","0.0-12.0-4.6","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","47","192205","0.0-12.0-0.7","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","48","192718","0.0-12.0-1.7","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","49","195363","0.0-12.0-2.7","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","2640","u","learn","","","learn_trial","25","75","in","1","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","50","195873","0.0-12.0-3.7","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","learn_feedback","","","learn_feedback","25","75","in","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","51","195932","0.0-12.0-4.7","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","52","196442","0.0-12.0-0.8","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","53","196952","0.0-12.0-1.8","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","54","198132","0.0-12.0-2.8","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","1173","u","learn","","","learn_trial","30","80","out","0","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","55","199140","0.0-12.0-3.8","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","learn_feedback","","","learn_feedback","30","80","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","56","199200","0.0-12.0-4.8","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","57","199707","0.0-12.0-0.9","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","58","200221","0.0-12.0-1.9","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","59","201412","0.0-12.0-2.9","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","1181","i","learn","","","learn_trial","26.6667","90","out","1","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","60","201920","0.0-12.0-3.9","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","learn_feedback","","","learn_feedback","26.6667","90","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","61","201982","0.0-12.0-4.9","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","62","202493","0.0-12.0-0.10","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","63","203007","0.0-12.0-1.10","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","64","204323","0.0-12.0-2.10","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","1306","i","learn","","","learn_trial","30","110","out","1","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","65","204834","0.0-12.0-3.10","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","learn_feedback","","","learn_feedback","30","110","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","66","204899","0.0-12.0-4.10","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","67","205408","0.0-12.0-0.11","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","68","205920","0.0-12.0-1.11","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","69","208117","0.0-12.0-2.11","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","2187","i","learn","","","learn_trial","25","75","in","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","70","209125","0.0-12.0-3.11","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","learn_feedback","","","learn_feedback","25","75","in","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","71","209187","0.0-12.0-4.11","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","72","209697","0.0-12.0-0.12","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","73","210211","0.0-12.0-1.12","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","74","213492","0.0-12.0-2.12","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","3272","i","learn","","","learn_trial","25","75","in","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","75","214503","0.0-12.0-3.12","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","learn_feedback","","","learn_feedback","25","75","in","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","76","214565","0.0-12.0-4.12","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","77","215074","0.0-12.0-0.13","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","78","215585","0.0-12.0-1.13","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","79","216492","0.0-12.0-2.13","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","896","i","learn","","","learn_trial","25","57","in","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","80","217504","0.0-12.0-3.13","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","learn_feedback","","","learn_feedback","25","57","in","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","81","217563","0.0-12.0-4.13","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","82","218074","0.0-12.0-0.14","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","83","218584","0.0-12.0-1.14","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","84","219501","0.0-12.0-2.14","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","906","u","learn","","","learn_trial","10","90","out","0","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","85","220509","0.0-12.0-3.14","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","learn_feedback","","","learn_feedback","10","90","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","86","220571","0.0-12.0-4.14","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","87","221083","0.0-12.0-0.15","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","88","221596","0.0-12.0-1.15","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","89","223228","0.0-12.0-2.15","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","1626","i","learn","","","learn_trial","27.2592","69.0786","in","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","90","224241","0.0-12.0-3.15","2d_cat_multi_stim_exp1","2022-4-29","14:25:34","25","75","3","9","10","40","30","120","71","19","[""Asian""]","No","Female","1869635","null","null","learn_feedback","","","learn_feedback","27.2592","69.0786","in","","","","","","","","","","","","","","","","","","","","","","",""
